child_id,Ages Used,Num Observations,Predicted Height at 18,Actual Height at 18,MAE
201,"(10.0, 11.0, 14.0)",3,181.9,179,2.9
201,"(10.0, 11.0, 15.0)",3,180.2,179,1.2
201,"(10.0, 11.0, 16.0)",3,178.8,179,0.2
201,"(10.0, 11.0, 17.0)",3,178.5,179,0.5
201,"(10.0, 12.0, 13.0)",3,183,179,4
201,"(10.0, 12.0, 14.0)",3,182.4,179,3.4
201,"(10.0, 12.0, 15.0)",3,180.3,179,1.3
201,"(10.0, 12.0, 16.0)",3,179,179,0
201,"(10.0, 12.0, 17.0)",3,178.7,179,0.3
201,"(10.0, 13.0, 14.0)",3,182.65,179,3.65
201,"(10.0, 13.0, 15.0)",3,180.7,179,1.7
201,"(10.0, 13.0, 16.0)",3,179.2,179,0.2
201,"(10.0, 13.0, 17.0)",3,178.7,179,0.3
201,"(10.0, 14.0, 15.0)",3,180.2,179,1.2
201,"(10.0, 14.0, 16.0)",3,178.8,179,0.2
201,"(10.0, 14.0, 17.0)",3,178.45,179,0.55
201,"(10.0, 15.0, 16.0)",3,178.2,179,0.8
201,"(10.0, 15.0, 17.0)",3,178.15,179,0.85
201,"(10.0, 16.0, 17.0)",3,178.4,179,0.6
201,"(11.0, 12.0, 13.0)",3,182.6,179,3.6
201,"(11.0, 12.0, 14.0)",3,182,179,3
201,"(11.0, 12.0, 15.0)",3,180.1,179,1.1
201,"(11.0, 12.0, 16.0)",3,178.95,179,0.05
201,"(11.0, 12.0, 17.0)",3,178.35,179,0.65
201,"(11.0, 13.0, 14.0)",3,181.9,179,2.9
201,"(11.0, 13.0, 15.0)",3,180.55,179,1.55
201,"(11.0, 13.0, 16.0)",3,179,179,2.84E-14
201,"(11.0, 13.0, 17.0)",3,178.6,179,0.4
201,"(11.0, 14.0, 15.0)",3,180.1,179,1.1
201,"(11.0, 14.0, 16.0)",3,178.8,179,0.2
201,"(11.0, 14.0, 17.0)",3,178.45,179,0.55
201,"(11.0, 15.0, 16.0)",3,178.1,179,0.9
201,"(11.0, 15.0, 17.0)",3,178.1,179,0.9
201,"(11.0, 16.0, 17.0)",3,178.1,179,0.9
201,"(12.0, 13.0, 14.0)",3,181.5,179,2.5
201,"(12.0, 13.0, 15.0)",3,180.5,179,1.5
201,"(12.0, 13.0, 16.0)",3,179,179,2.84E-14
201,"(12.0, 13.0, 17.0)",3,178.7,179,0.3
201,"(12.0, 14.0, 15.0)",3,180,179,1
201,"(12.0, 14.0, 16.0)",3,178.7,179,0.3
201,"(12.0, 14.0, 17.0)",3,178.55,179,0.45
201,"(12.0, 15.0, 16.0)",3,178.15,179,0.85
201,"(12.0, 15.0, 17.0)",3,178.2,179,0.8
201,"(12.0, 16.0, 17.0)",3,178.3,179,0.7
201,"(13.0, 14.0, 15.0)",3,179,179,5.68E-14
201,"(13.0, 14.0, 16.0)",3,178.6,179,0.4
201,"(13.0, 14.0, 17.0)",3,178.5,179,0.5
201,"(13.0, 15.0, 16.0)",3,178.5,179,0.5
201,"(13.0, 15.0, 17.0)",3,178.45,179,0.55
201,"(13.0, 16.0, 17.0)",3,178.4,179,0.6
201,"(14.0, 15.0, 16.0)",3,178.95,179,0.05
201,"(14.0, 15.0, 17.0)",3,178.5,179,0.5
201,"(14.0, 16.0, 17.0)",3,178.5,179,0.5
201,"(15.0, 16.0, 17.0)",3,178.2,179,0.8
201,"(9.0, 10.0, 11.0, 12.0)",4,182.8,179,3.8
201,"(9.0, 10.0, 11.0, 13.0)",4,183,179,4
201,"(9.0, 10.0, 11.0, 14.0)",4,182.05,179,3.05
201,"(9.0, 10.0, 11.0, 15.0)",4,180.4,179,1.4
201,"(9.0, 10.0, 11.0, 16.0)",4,178.95,179,0.05
201,"(9.0, 10.0, 11.0, 17.0)",4,178.5,179,0.5
201,"(9.0, 10.0, 12.0, 13.0)",4,183.3,179,4.3
201,"(9.0, 10.0, 12.0, 14.0)",4,182.7,179,3.7
201,"(9.0, 10.0, 12.0, 15.0)",4,180.7,179,1.7
201,"(9.0, 10.0, 12.0, 16.0)",4,179,179,0
201,"(9.0, 10.0, 12.0, 17.0)",4,178.7,179,0.3
201,"(9.0, 10.0, 13.0, 14.0)",4,183,179,4
201,"(9.0, 10.0, 13.0, 15.0)",4,181.15,179,2.15
201,"(9.0, 10.0, 13.0, 16.0)",4,179,179,2.84E-14
201,"(9.0, 10.0, 13.0, 17.0)",4,178.7,179,0.3
201,"(9.0, 10.0, 14.0, 15.0)",4,180.8,179,1.8
201,"(9.0, 10.0, 14.0, 16.0)",4,178.75,179,0.25
201,"(9.0, 10.0, 14.0, 17.0)",4,178.5,179,0.5
201,"(9.0, 10.0, 15.0, 16.0)",4,178.25,179,0.75
201,"(9.0, 10.0, 15.0, 17.0)",4,178.35,179,0.65
201,"(9.0, 10.0, 16.0, 17.0)",4,178.4,179,0.6
201,"(9.0, 11.0, 12.0, 13.0)",4,183,179,4
201,"(9.0, 11.0, 12.0, 14.0)",4,182.65,179,3.65
201,"(9.0, 11.0, 12.0, 15.0)",4,180.7,179,1.7
201,"(9.0, 11.0, 12.0, 16.0)",4,179.2,179,0.2
201,"(9.0, 11.0, 12.0, 17.0)",4,178.5,179,0.5
201,"(9.0, 11.0, 13.0, 14.0)",4,182.75,179,3.75
201,"(9.0, 11.0, 13.0, 15.0)",4,181.1,179,2.1
201,"(9.0, 11.0, 13.0, 16.0)",4,179.2,179,0.2
201,"(9.0, 11.0, 13.0, 17.0)",4,178.6,179,0.4
201,"(9.0, 11.0, 14.0, 15.0)",4,180.7,179,1.7
201,"(9.0, 11.0, 14.0, 16.0)",4,178.75,179,0.25
201,"(9.0, 11.0, 14.0, 17.0)",4,178.45,179,0.55
201,"(9.0, 11.0, 15.0, 16.0)",4,178.45,179,0.55
201,"(9.0, 11.0, 15.0, 17.0)",4,178.1,179,0.9
201,"(9.0, 11.0, 16.0, 17.0)",4,178.3,179,0.7
201,"(9.0, 12.0, 13.0, 14.0)",4,183,179,4
201,"(9.0, 12.0, 13.0, 15.0)",4,180.75,179,1.75
201,"(9.0, 12.0, 13.0, 16.0)",4,179,179,2.84E-14
201,"(9.0, 12.0, 13.0, 17.0)",4,178.6,179,0.4
201,"(9.0, 12.0, 14.0, 15.0)",4,180.65,179,1.65
201,"(9.0, 12.0, 14.0, 16.0)",4,178.6,179,0.4
201,"(9.0, 12.0, 14.0, 17.0)",4,178.35,179,0.65
201,"(9.0, 12.0, 15.0, 16.0)",4,178.5,179,0.5
201,"(9.0, 12.0, 15.0, 17.0)",4,178.3,179,0.7
201,"(9.0, 12.0, 16.0, 17.0)",4,178.5,179,0.5
201,"(9.0, 13.0, 14.0, 15.0)",4,180.6,179,1.6
201,"(9.0, 13.0, 14.0, 16.0)",4,178.7,179,0.3
201,"(9.0, 13.0, 14.0, 17.0)",4,178.5,179,0.5
201,"(9.0, 13.0, 15.0, 16.0)",4,178.6,179,0.4
201,"(9.0, 13.0, 15.0, 17.0)",4,178.5,179,0.5
201,"(9.0, 13.0, 16.0, 17.0)",4,178.5,179,0.5
201,"(9.0, 14.0, 15.0, 16.0)",4,178.6,179,0.4
201,"(9.0, 14.0, 15.0, 17.0)",4,178.45,179,0.55
201,"(9.0, 14.0, 16.0, 17.0)",4,178.4,179,0.6
201,"(9.0, 15.0, 16.0, 17.0)",4,178.15,179,0.85
201,"(10.0, 11.0, 12.0, 13.0)",4,182.75,179,3.75
201,"(10.0, 11.0, 12.0, 14.0)",4,182.1,179,3.1
201,"(10.0, 11.0, 12.0, 15.0)",4,180.5,179,1.5
201,"(10.0, 11.0, 12.0, 16.0)",4,179.2,179,0.2
201,"(10.0, 11.0, 12.0, 17.0)",4,178.7,179,0.3
201,"(10.0, 11.0, 13.0, 14.0)",4,182.05,179,3.05
201,"(10.0, 11.0, 13.0, 15.0)",4,181.05,179,2.05
201,"(10.0, 11.0, 13.0, 16.0)",4,179.2,179,0.2
201,"(10.0, 11.0, 13.0, 17.0)",4,178.8,179,0.2
201,"(10.0, 11.0, 14.0, 15.0)",4,180.2,179,1.2
201,"(10.0, 11.0, 14.0, 16.0)",4,178.95,179,0.05
201,"(10.0, 11.0, 14.0, 17.0)",4,178.55,179,0.45
201,"(10.0, 11.0, 15.0, 16.0)",4,178.15,179,0.85
201,"(10.0, 11.0, 15.0, 17.0)",4,178.2,179,0.8
201,"(10.0, 11.0, 16.0, 17.0)",4,178.2,179,0.8
201,"(10.0, 12.0, 13.0, 14.0)",4,182.25,179,3.25
201,"(10.0, 12.0, 13.0, 15.0)",4,181,179,2
201,"(10.0, 12.0, 13.0, 16.0)",4,179.45,179,0.45
201,"(10.0, 12.0, 13.0, 17.0)",4,178.95,179,0.05
201,"(10.0, 12.0, 14.0, 15.0)",4,180.8,179,1.8
201,"(10.0, 12.0, 14.0, 16.0)",4,178.85,179,0.15
201,"(10.0, 12.0, 14.0, 17.0)",4,178.6,179,0.4
201,"(10.0, 12.0, 15.0, 16.0)",4,178.7,179,0.3
201,"(10.0, 12.0, 15.0, 17.0)",4,178.55,179,0.45
201,"(10.0, 12.0, 16.0, 17.0)",4,178.5,179,0.5
201,"(10.0, 13.0, 14.0, 15.0)",4,180.6,179,1.6
201,"(10.0, 13.0, 14.0, 16.0)",4,178.85,179,0.15
201,"(10.0, 13.0, 14.0, 17.0)",4,178.7,179,0.3
201,"(10.0, 13.0, 15.0, 16.0)",4,178.8,179,0.2
201,"(10.0, 13.0, 15.0, 17.0)",4,178.65,179,0.35
201,"(10.0, 13.0, 16.0, 17.0)",4,178.55,179,0.45
201,"(10.0, 14.0, 15.0, 16.0)",4,178.7,179,0.3
201,"(10.0, 14.0, 15.0, 17.0)",4,178.5,179,0.5
201,"(10.0, 14.0, 16.0, 17.0)",4,178.45,179,0.55
201,"(10.0, 15.0, 16.0, 17.0)",4,178.1,179,0.9
201,"(11.0, 12.0, 13.0, 14.0)",4,181.9,179,2.9
201,"(11.0, 12.0, 13.0, 15.0)",4,180.55,179,1.55
201,"(11.0, 12.0, 13.0, 16.0)",4,179.2,179,0.2
201,"(11.0, 12.0, 13.0, 17.0)",4,178.7,179,0.3
201,"(11.0, 12.0, 14.0, 15.0)",4,180.5,179,1.5
201,"(11.0, 12.0, 14.0, 16.0)",4,178.8,179,0.2
201,"(11.0, 12.0, 14.0, 17.0)",4,178.45,179,0.55
201,"(11.0, 12.0, 15.0, 16.0)",4,178.5,179,0.5
201,"(11.0, 12.0, 15.0, 17.0)",4,178.1,179,0.9
201,"(11.0, 12.0, 16.0, 17.0)",4,178.25,179,0.75
201,"(11.0, 13.0, 14.0, 15.0)",4,180.5,179,1.5
201,"(11.0, 13.0, 14.0, 16.0)",4,178.85,179,0.15
201,"(11.0, 13.0, 14.0, 17.0)",4,178.7,179,0.3
201,"(11.0, 13.0, 15.0, 16.0)",4,178.8,179,0.2
201,"(11.0, 13.0, 15.0, 17.0)",4,178.55,179,0.45
201,"(11.0, 13.0, 16.0, 17.0)",4,178.5,179,0.5
201,"(11.0, 14.0, 15.0, 16.0)",4,178.75,179,0.25
201,"(11.0, 14.0, 15.0, 17.0)",4,178.4,179,0.6
201,"(11.0, 14.0, 16.0, 17.0)",4,178.45,179,0.55
201,"(11.0, 15.0, 16.0, 17.0)",4,178,179,1
201,"(12.0, 13.0, 14.0, 15.0)",4,180.5,179,1.5
201,"(12.0, 13.0, 14.0, 16.0)",4,178.7,179,0.3
201,"(12.0, 13.0, 14.0, 17.0)",4,178.6,179,0.4
201,"(12.0, 13.0, 15.0, 16.0)",4,178.75,179,0.25
201,"(12.0, 13.0, 15.0, 17.0)",4,178.6,179,0.4
201,"(12.0, 13.0, 16.0, 17.0)",4,178.55,179,0.45
201,"(12.0, 14.0, 15.0, 16.0)",4,178.65,179,0.35
201,"(12.0, 14.0, 15.0, 17.0)",4,178.5,179,0.5
201,"(12.0, 14.0, 16.0, 17.0)",4,178.5,179,0.5
201,"(12.0, 15.0, 16.0, 17.0)",4,178.2,179,0.8
201,"(13.0, 14.0, 15.0, 16.0)",4,178.5,179,0.5
201,"(13.0, 14.0, 15.0, 17.0)",4,178.5,179,0.5
201,"(13.0, 14.0, 16.0, 17.0)",4,178.5,179,0.5
201,"(13.0, 15.0, 16.0, 17.0)",4,178.25,179,0.75
201,"(14.0, 15.0, 16.0, 17.0)",4,178.5,179,0.5
201,"(9.0, 10.0, 11.0, 12.0, 13.0)",5,183,179,4
201,"(9.0, 10.0, 11.0, 12.0, 14.0)",5,182.7,179,3.7
201,"(9.0, 10.0, 11.0, 12.0, 15.0)",5,180.6,179,1.6
201,"(9.0, 10.0, 11.0, 12.0, 16.0)",5,179.2,179,0.2
201,"(9.0, 10.0, 11.0, 12.0, 17.0)",5,178.7,179,0.3
201,"(9.0, 10.0, 11.0, 13.0, 14.0)",5,182.85,179,3.85
201,"(9.0, 10.0, 11.0, 13.0, 15.0)",5,180.95,179,1.95
201,"(9.0, 10.0, 11.0, 13.0, 16.0)",5,179.2,179,0.2
201,"(9.0, 10.0, 11.0, 13.0, 17.0)",5,178.7,179,0.3
201,"(9.0, 10.0, 11.0, 14.0, 15.0)",5,180.95,179,1.95
201,"(9.0, 10.0, 11.0, 14.0, 16.0)",5,178.85,179,0.15
201,"(9.0, 10.0, 11.0, 14.0, 17.0)",5,178.6,179,0.4
201,"(9.0, 10.0, 11.0, 15.0, 16.0)",5,178.25,179,0.75
201,"(9.0, 10.0, 11.0, 15.0, 17.0)",5,178.35,179,0.65
201,"(9.0, 10.0, 11.0, 16.0, 17.0)",5,178.35,179,0.65
201,"(9.0, 10.0, 12.0, 13.0, 14.0)",5,183,179,4
201,"(9.0, 10.0, 12.0, 13.0, 15.0)",5,180.8,179,1.8
201,"(9.0, 10.0, 12.0, 13.0, 16.0)",5,179.2,179,0.2
201,"(9.0, 10.0, 12.0, 13.0, 17.0)",5,178.7,179,0.3
201,"(9.0, 10.0, 12.0, 14.0, 15.0)",5,180.5,179,1.5
201,"(9.0, 10.0, 12.0, 14.0, 16.0)",5,178.7,179,0.3
201,"(9.0, 10.0, 12.0, 14.0, 17.0)",5,178.5,179,0.5
201,"(9.0, 10.0, 12.0, 15.0, 16.0)",5,178.7,179,0.3
201,"(9.0, 10.0, 12.0, 15.0, 17.0)",5,178.55,179,0.45
201,"(9.0, 10.0, 12.0, 16.0, 17.0)",5,178.5,179,0.5
201,"(9.0, 10.0, 13.0, 14.0, 15.0)",5,180.6,179,1.6
201,"(9.0, 10.0, 13.0, 14.0, 16.0)",5,178.75,179,0.25
201,"(9.0, 10.0, 13.0, 14.0, 17.0)",5,178.6,179,0.4
201,"(9.0, 10.0, 13.0, 15.0, 16.0)",5,178.8,179,0.2
201,"(9.0, 10.0, 13.0, 15.0, 17.0)",5,178.45,179,0.55
201,"(9.0, 10.0, 13.0, 16.0, 17.0)",5,178.5,179,0.5
201,"(9.0, 10.0, 14.0, 15.0, 16.0)",5,178.6,179,0.4
201,"(9.0, 10.0, 14.0, 15.0, 17.0)",5,178.45,179,0.55
201,"(9.0, 10.0, 14.0, 16.0, 17.0)",5,178.25,179,0.75
201,"(9.0, 10.0, 15.0, 16.0, 17.0)",5,178.25,179,0.75
201,"(9.0, 11.0, 12.0, 13.0, 14.0)",5,182.85,179,3.85
201,"(9.0, 11.0, 12.0, 13.0, 15.0)",5,180.85,179,1.85
201,"(9.0, 11.0, 12.0, 13.0, 16.0)",5,179.2,179,0.2
201,"(9.0, 11.0, 12.0, 13.0, 17.0)",5,178.65,179,0.35
201,"(9.0, 11.0, 12.0, 14.0, 15.0)",5,180.55,179,1.55
201,"(9.0, 11.0, 12.0, 14.0, 16.0)",5,178.65,179,0.35
201,"(9.0, 11.0, 12.0, 14.0, 17.0)",5,178.55,179,0.45
201,"(9.0, 11.0, 12.0, 15.0, 16.0)",5,178.6,179,0.4
201,"(9.0, 11.0, 12.0, 15.0, 17.0)",5,178.25,179,0.75
201,"(9.0, 11.0, 12.0, 16.0, 17.0)",5,178.4,179,0.6
201,"(9.0, 11.0, 13.0, 14.0, 15.0)",5,180.7,179,1.7
201,"(9.0, 11.0, 13.0, 14.0, 16.0)",5,178.8,179,0.2
201,"(9.0, 11.0, 13.0, 14.0, 17.0)",5,178.65,179,0.35
201,"(9.0, 11.0, 13.0, 15.0, 16.0)",5,178.8,179,0.2
201,"(9.0, 11.0, 13.0, 15.0, 17.0)",5,178.5,179,0.5
201,"(9.0, 11.0, 13.0, 16.0, 17.0)",5,178.5,179,0.5
201,"(9.0, 11.0, 14.0, 15.0, 16.0)",5,178.65,179,0.35
201,"(9.0, 11.0, 14.0, 15.0, 17.0)",5,178.35,179,0.65
201,"(9.0, 11.0, 14.0, 16.0, 17.0)",5,178.4,179,0.6
201,"(9.0, 11.0, 15.0, 16.0, 17.0)",5,178.1,179,0.9
201,"(9.0, 12.0, 13.0, 14.0, 15.0)",5,180.65,179,1.65
201,"(9.0, 12.0, 13.0, 14.0, 16.0)",5,178.85,179,0.15
201,"(9.0, 12.0, 13.0, 14.0, 17.0)",5,178.6,179,0.4
201,"(9.0, 12.0, 13.0, 15.0, 16.0)",5,178.7,179,0.3
201,"(9.0, 12.0, 13.0, 15.0, 17.0)",5,178.45,179,0.55
201,"(9.0, 12.0, 13.0, 16.0, 17.0)",5,178.5,179,0.5
201,"(9.0, 12.0, 14.0, 15.0, 16.0)",5,178.55,179,0.45
201,"(9.0, 12.0, 14.0, 15.0, 17.0)",5,178.25,179,0.75
201,"(9.0, 12.0, 14.0, 16.0, 17.0)",5,178.4,179,0.6
201,"(9.0, 12.0, 15.0, 16.0, 17.0)",5,178.2,179,0.8
201,"(9.0, 13.0, 14.0, 15.0, 16.0)",5,178.6,179,0.4
201,"(9.0, 13.0, 14.0, 15.0, 17.0)",5,178.5,179,0.5
201,"(9.0, 13.0, 14.0, 16.0, 17.0)",5,178.5,179,0.5
201,"(9.0, 13.0, 15.0, 16.0, 17.0)",5,178.5,179,0.5
201,"(9.0, 14.0, 15.0, 16.0, 17.0)",5,178.4,179,0.6
201,"(10.0, 11.0, 12.0, 13.0, 14.0)",5,182.25,179,3.25
201,"(10.0, 11.0, 12.0, 13.0, 15.0)",5,180.7,179,1.7
201,"(10.0, 11.0, 12.0, 13.0, 16.0)",5,179.4,179,0.4
201,"(10.0, 11.0, 12.0, 13.0, 17.0)",5,179,179,2.84E-14
201,"(10.0, 11.0, 12.0, 14.0, 15.0)",5,180.5,179,1.5
201,"(10.0, 11.0, 12.0, 14.0, 16.0)",5,178.8,179,0.2
201,"(10.0, 11.0, 12.0, 14.0, 17.0)",5,178.7,179,0.3
201,"(10.0, 11.0, 12.0, 15.0, 16.0)",5,178.75,179,0.25
201,"(10.0, 11.0, 12.0, 15.0, 17.0)",5,178.45,179,0.55
201,"(10.0, 11.0, 12.0, 16.0, 17.0)",5,178.45,179,0.55
201,"(10.0, 11.0, 13.0, 14.0, 15.0)",5,180.65,179,1.65
201,"(10.0, 11.0, 13.0, 14.0, 16.0)",5,178.95,179,0.05
201,"(10.0, 11.0, 13.0, 14.0, 17.0)",5,178.8,179,0.2
201,"(10.0, 11.0, 13.0, 15.0, 16.0)",5,179.1,179,0.1
201,"(10.0, 11.0, 13.0, 15.0, 17.0)",5,178.6,179,0.4
201,"(10.0, 11.0, 13.0, 16.0, 17.0)",5,178.6,179,0.4
201,"(10.0, 11.0, 14.0, 15.0, 16.0)",5,178.75,179,0.25
201,"(10.0, 11.0, 14.0, 15.0, 17.0)",5,178.6,179,0.4
201,"(10.0, 11.0, 14.0, 16.0, 17.0)",5,178.4,179,0.6
201,"(10.0, 11.0, 15.0, 16.0, 17.0)",5,178.2,179,0.8
201,"(10.0, 12.0, 13.0, 14.0, 15.0)",5,180.6,179,1.6
201,"(10.0, 12.0, 13.0, 14.0, 16.0)",5,179,179,2.84E-14
201,"(10.0, 12.0, 13.0, 14.0, 17.0)",5,178.85,179,0.15
201,"(10.0, 12.0, 13.0, 15.0, 16.0)",5,179,179,2.84E-14
201,"(10.0, 12.0, 13.0, 15.0, 17.0)",5,178.7,179,0.3
201,"(10.0, 12.0, 13.0, 16.0, 17.0)",5,178.65,179,0.35
201,"(10.0, 12.0, 14.0, 15.0, 16.0)",5,178.65,179,0.35
201,"(10.0, 12.0, 14.0, 15.0, 17.0)",5,178.55,179,0.45
201,"(10.0, 12.0, 14.0, 16.0, 17.0)",5,178.5,179,0.5
201,"(10.0, 12.0, 15.0, 16.0, 17.0)",5,178.45,179,0.55
201,"(10.0, 13.0, 14.0, 15.0, 16.0)",5,178.8,179,0.2
201,"(10.0, 13.0, 14.0, 15.0, 17.0)",5,178.6,179,0.4
201,"(10.0, 13.0, 14.0, 16.0, 17.0)",5,178.55,179,0.45
201,"(10.0, 13.0, 15.0, 16.0, 17.0)",5,178.5,179,0.5
201,"(10.0, 14.0, 15.0, 16.0, 17.0)",5,178.4,179,0.6
201,"(11.0, 12.0, 13.0, 14.0, 15.0)",5,180.5,179,1.5
201,"(11.0, 12.0, 13.0, 14.0, 16.0)",5,178.8,179,0.2
201,"(11.0, 12.0, 13.0, 14.0, 17.0)",5,178.7,179,0.3
201,"(11.0, 12.0, 13.0, 15.0, 16.0)",5,178.85,179,0.15
201,"(11.0, 12.0, 13.0, 15.0, 17.0)",5,178.6,179,0.4
201,"(11.0, 12.0, 13.0, 16.0, 17.0)",5,178.6,179,0.4
201,"(11.0, 12.0, 14.0, 15.0, 16.0)",5,178.7,179,0.3
201,"(11.0, 12.0, 14.0, 15.0, 17.0)",5,178.45,179,0.55
201,"(11.0, 12.0, 14.0, 16.0, 17.0)",5,178.4,179,0.6
201,"(11.0, 12.0, 15.0, 16.0, 17.0)",5,178.1,179,0.9
201,"(11.0, 13.0, 14.0, 15.0, 16.0)",5,178.85,179,0.15
201,"(11.0, 13.0, 14.0, 15.0, 17.0)",5,178.55,179,0.45
201,"(11.0, 13.0, 14.0, 16.0, 17.0)",5,178.5,179,0.5
201,"(11.0, 13.0, 15.0, 16.0, 17.0)",5,178.55,179,0.45
201,"(11.0, 14.0, 15.0, 16.0, 17.0)",5,178.55,179,0.45
201,"(12.0, 13.0, 14.0, 15.0, 16.0)",5,178.95,179,0.05
201,"(12.0, 13.0, 14.0, 15.0, 17.0)",5,178.7,179,0.3
201,"(12.0, 13.0, 14.0, 16.0, 17.0)",5,178.5,179,0.5
201,"(12.0, 13.0, 15.0, 16.0, 17.0)",5,178.5,179,0.5
201,"(12.0, 14.0, 15.0, 16.0, 17.0)",5,178.35,179,0.65
201,"(13.0, 14.0, 15.0, 16.0, 17.0)",5,178.5,179,0.5
201,"(9.0, 10.0, 11.0, 12.0, 13.0, 14.0)",6,182.75,179,3.75
201,"(9.0, 10.0, 11.0, 12.0, 13.0, 15.0)",6,181.15,179,2.15
201,"(9.0, 10.0, 11.0, 12.0, 13.0, 16.0)",6,179.25,179,0.25
201,"(9.0, 10.0, 11.0, 12.0, 13.0, 17.0)",6,178.75,179,0.25
201,"(9.0, 10.0, 11.0, 12.0, 14.0, 15.0)",6,180.8,179,1.8
201,"(9.0, 10.0, 11.0, 12.0, 14.0, 16.0)",6,178.7,179,0.3
201,"(9.0, 10.0, 11.0, 12.0, 14.0, 17.0)",6,178.6,179,0.4
201,"(9.0, 10.0, 11.0, 12.0, 15.0, 16.0)",6,178.7,179,0.3
201,"(9.0, 10.0, 11.0, 12.0, 15.0, 17.0)",6,178.5,179,0.5
201,"(9.0, 10.0, 11.0, 12.0, 16.0, 17.0)",6,178.55,179,0.45
201,"(9.0, 10.0, 11.0, 13.0, 14.0, 15.0)",6,180.7,179,1.7
